Word,Polarity
Evil,strongneg
fools,strongneg
Disappointed,strongneg
fight,strongneg
Deep,neutral
successfully,strongpos
FAILED,strongneg
amaze,weakpos
nonsense,strongneg
hopes,strongpos
blows,strongneg
maturity,strongpos
accept,weakpos
horrible,strongneg
negative,strongneg
attacks,strongneg
dividing,weakneg
divided,weakneg
further,neutral
interests,strongpos
scare,strongneg
perhaps,neutral
easily,strongpos
affect,neutral
Awesome,strongpos
sad,strongneg
deceit,strongneg
Apparently,neutral
indeed,neutral
opponent,strongneg
contempt,strongneg
understandable,weakpos
impossible,strongneg
joking,weakpos
disappoint,strongneg
innocent,strongpos
suffering,strongneg
Disgrace,strongneg
disgraced,strongneg
player,neutral
celebrating,strongpos
protected,strongpos
lone,strongneg
applauded,strongpos
perished,strongneg
Fact,neutral
knock,strongneg
hero,strongpos
endorsement,strongpos
bragging,both
asset,strongpos
healthy,strongpos
desire,strongpos
revenge,strongneg
plot,weakneg
disappointed,strongneg
pray,neutral
boils,strongneg
bother,strongneg
modest,strongpos
popularity,weakpos
emotional,weakneg
impeached,strongneg
demoralizing,strongneg
Breaking,strongneg
kidding,weakpos
Frauds,strongneg
Liars,strongneg
drunk,strongneg
accused,strongneg
allowing,weakpos
fawning,both
importance,weakpos
achieved,strongpos
thus,neutral
afraid,strongneg
slim,weakpos
hoped,strongpos
principled,weakpos
possible,neutral
gullible,weakneg
Disgusting,strongneg
faulty,strongneg
supposed,strongneg
understands,weakpos
Lies,strongneg
congratulations,strongpos
preposterous,strongneg
largely,neutral
guaranteed,weakpos
Sorry,strongneg
awful,strongneg
&prosperity,strongpos
Obviously,weakneg
patriotic,strongpos
successes,strongpos
FACTS,neutral
exposed,weakneg
supported,strongpos
poverty,strongneg
Basically,neutral
accuse,strongneg
disgusts,strongneg
smeared,strongneg
mentality,neutral
Seems,neutral
swear,weakneg
confident,strongpos
looking,neutral
success,strongpos
affinity,weakpos
prosperous,strongpos
suited,strongpos
regardless,neutral
Hating,strongneg
TRUTH,strongpos
Shame,strongneg
_patriot,strongpos
Urgent,weakneg
Warning,strongneg
RIGHT,weakpos
Defeating,strongneg
revolution,weakpos
Glorious,strongpos
murdering,strongneg
praying,neutral
Concerned,strongneg
PLEASE,strongpos
forgot,weakneg
seriously,weakneg
attacked,strongneg
expressions,neutral
whined,strongneg
mature,strongpos
Wow,weakpos
Besides,neutral
quiet,neutral
pleased,strongpos
survive,weakpos
deep,neutral
fear,strongneg
shameful,strongneg
showing,neutral
laughed,weakneg
stealing,strongneg
exploitation,strongneg
Successfully,strongpos
proven,neutral
lied,strongneg
rejects,strongneg
subvert,strongneg
inaccuracies,strongneg
Stupid,strongneg
principles,weakpos
advocated,strongpos
Welcome,strongpos
argument,weakneg
recession,weakneg
unreasonable,strongneg
Indeed,neutral
heroes,strongpos
hatred,strongneg
truthful,strongpos
Murder,strongneg
ploy,weakneg
incapable,strongneg
victorious,strongpos
precedent,weakpos
moving,neutral
Liberal,weakpos
dire,strongneg
opponents,strongneg
view,neutral
fairness,strongpos
pretend,weakneg
idiocy,strongneg
partisan,weakneg
stake,weakneg
Blame,strongneg
zealots,weakneg
rare,neutral
firm,neutral
enlightened,strongpos
blood,weakneg
blaming,strongneg
mistakes,strongneg
demon,strongneg
farce,weakneg
abuse,strongneg
powers,neutral
obstacle,strongneg
loyal,strongpos
Cheated,strongneg
racists,strongneg
(though,neutral
,too,strongneg
stands,weakpos
mostly,neutral
Implode,strongneg
demands,both
needed,neutral
appear,neutral
panic,strongneg
Funny,strongpos
knocking,strongneg
legitimacy,strongpos
frustration,strongneg
solidarity,strongpos
freedom,strongpos
matter,neutral
bankrupt,strongneg
bomb,strongneg
destroyed,strongneg
cheat,strongneg
exclusive,strongpos
,liars,strongneg
cheats,strongneg
liking,strongpos
Disaster,strongneg
sabotaged,strongneg
consequently,neutral
censured,weakneg
complete,neutral
Propaganda,strongneg
throwing,weakneg
distrust,strongneg
miserably,strongneg
standing,weakpos
‘should,neutral
blasted,strongneg
Supporting,strongpos
Would,neutral
Integrity,strongpos
bickering,strongneg
bicker,strongneg
pundits,weakpos
hysterical,strongneg
respected,strongpos
rejected,strongneg
disarray,strongneg
provokes,strongneg
coherent,strongpos
extreme,weakneg
thrown,weakneg
survived,weakpos
apparently,neutral
BEAUTIFUL,strongpos
wishing,weakpos
recovered,weakpos
recover,weakpos
Overwhelming,strongneg
haven,strongpos
moves,neutral
Standing,weakpos
Ovation,strongpos
opportunity,strongpos
ruined,strongneg
childish,strongneg
drunken,strongneg
ally,weakpos
furious,strongneg
legitimate,strongpos
force,strongneg
cooperate,weakpos
stood,weakpos
Okay,strongpos
anarchist,strongneg
condemn,weakneg
innuendo,weakneg
alienating,strongneg
stumbled,strongneg
surprisingly,neutral
Honestly,strongpos
nervous,strongneg
desperate,strongneg
Emotional,weakneg
comforting,strongpos
Pity,strongneg
normal,strongpos
transported,neutral
trauma,strongneg
fancy,strongpos
exposes,weakneg
guarantee,weakpos
vindicated,strongpos
flaws,strongneg
smear,strongneg
leading,weakpos
goodness,strongpos
rats,strongneg
slow,weakneg
STAND,weakpos
eliminate,strongneg
condemning,weakneg
dummies,strongneg
undermining,strongneg
Showed,neutral
paramount,strongpos
Tribute,strongpos
puppet,weakneg
Bleeding,weakneg
highlight,strongpos
respectful,strongpos
playful,strongpos
attitude,neutral
rejecting,strongneg
freaking,strongneg
Rumors,weakneg
rumors,weakneg
acceptance,weakpos
grief,strongneg
tepid,strongneg
fascism,strongneg
fury,strongneg
boost,strongpos
pledge,weakpos
encourage,strongpos
offend,strongneg
spoil,strongneg
uniform,weakpos
stiff,strongneg
suppose,neutral
MUST,neutral
noticeable,weakpos
Delusional,strongneg
YES,weakpos
unwilling,strongneg
prove,neutral
tolerated,weakpos
Blames,strongneg
intelligence,weakpos
reactionary,strongneg
silly,weakneg
accountable,weakneg
piqued,strongneg
ire,strongneg
skepticism,strongneg
helped,weakpos
doubtful,strongneg
dominant,neutral
shock,weakneg
Feeling,neutral
pity,strongneg
fist,weakneg
Handy,strongpos
sneak,weakneg
demanded,both
EVEN,weakpos
marginal,strongneg
Enjoy,strongpos
weed,strongneg
impairs,weakneg
skills,strongpos
stabbed,strongneg
disagrees,weakneg
surprising,neutral
(considering,neutral
unkind,strongneg
redemption,strongpos
trouble,strongneg
ironic,weakneg
Furthermore,neutral
condemned,weakneg
gloss,weakneg
threatening,strongneg
nasty,strongneg
destructive,strongneg
patient,weakpos
Thinking,neutral
ignorance,strongneg
promises,weakpos
inappropriate,strongneg
ineffective,strongneg
incredibly,strongpos
dispute,weakneg
appalling,strongneg
brainwashed,strongneg
protest,strongneg
kick,weakneg
COWARDS,strongneg
steady,weakpos
EXPOSE,weakneg
demanding,both
actuality,neutral
traitors,strongneg
imperative,neutral
Addicts,strongneg
unbelievably,weakneg
compromises,weakpos
stifled,strongneg
grandiose,weakneg
significant,weakpos
Possibly,neutral
malice,strongneg
-doubt,strongneg
TRAITORS,strongneg
distinction,weakpos
assassinated,strongneg
scarce,strongneg
disgusted,strongneg
difficult,strongneg
enjoyed,strongpos
peril,strongneg
trusts,strongpos
imagines,neutral
mind,weakneg
interference,strongneg
verifiable,weakpos
wanting,strongpos
luxury,strongpos
improve,strongpos
strife,strongneg
unnoticed,weakneg
subverting,strongneg
epidemic,strongneg
violent,strongneg
sickness,strongneg
ASSURE,strongpos
absolute,neutral
Illusion,strongneg
withhold,weakneg
opposes,strongneg
deceive,strongneg
debate,weakneg
Amazing,weakpos
demolished,strongneg
essential,weakpos
Certain,neutral
urgency,weakneg
stole,strongneg
wisdom,strongpos
implodes,strongneg
Feels,neutral
Profit,weakpos
meaning,neutral
ignoring,weakneg
shaky,strongneg
dig,strongneg
Kill,strongneg
blessed,strongpos
steal,strongneg
enemy,strongneg
unjust,strongneg
fooled,strongneg
incessant,strongneg
indoctrination,strongneg
interrupting,weakneg
underestimate,strongneg
disaster,strongneg
cheating,strongneg
transparent,neutral
acceptable,strongpos
confront,strongneg
anyhow,neutral
Acquitted,weakpos
gold,strongpos
struggles,strongneg
Scream,strongneg
therefore,neutral
condemnation,weakneg
horrific,strongneg
&likely,neutral
&condemn,weakneg
protesting,strongneg
cleansing,weakpos
(oh,neutral
defend,weakpos
lesser,weakneg
screw,strongneg
refuse,strongneg
reinforce,weakpos
Sad,strongneg
Cry,strongneg
Defender,weakpos
doubting,strongneg
differ,weakneg
worries,strongneg
Encourage,strongpos
exceeds,strongpos
disadvantaged,strongneg
favorable,strongpos
reform,strongpos
curse,strongneg
vex,strongneg
awfully,strongneg
strident,strongneg
worsens,strongneg
RISK,weakneg
Disease,strongneg
Depression,strongneg
hm,neutral
undermined,strongneg
ghetto,strongneg
usurp,strongneg
will,weakpos
lauded,strongpos
compatible,weakpos
hostility,strongneg
endorses,strongpos
tolerance,weakpos
shortsighted,weakneg
Worse,strongneg
duties,neutral
convenient,strongpos
overturn,weakneg
protect,strongpos
idiotic,strongneg
unnecessary,weakneg
divisiveness,strongneg
thrilled,strongpos
prospects,weakpos
fallen,weakneg
destroying,strongneg
manipulation,strongneg
handy,strongpos
subversion,strongneg
beliefs,neutral
fearful,strongneg
unleashes,weakneg
demise,strongneg
Admits,weakpos
Want,strongpos
careful,weakpos
selfish,strongneg
ignore,weakneg
demolish,strongneg
Redemption,strongpos
omitted,weakneg
facts,neutral
fast,neutral
cares,strongpos
frustrating,strongneg
distracting,strongneg
winners,weakpos
bleed,weakneg
ultimately,strongpos
tremendous,strongpos
however,neutral
seemed,neutral
dramatically,neutral
dummy,strongneg
burning,weakneg
appeared,neutral
outraged,strongneg
shocking,strongneg
resignation,weakneg
anti-American,strongneg
disarmed,weakneg
criminals,strongneg
Illegally,strongneg
audacity,weakneg
yd,neutral
absurd,strongneg
Allow,weakpos
civility,weakpos
falls,weakneg
intelligent,strongpos
undo,weakneg
demonize,strongneg
unfit,strongneg
baffled,weakneg
considering,neutral
’accuse,strongneg
prisons,weakneg
recovering,weakpos
break,strongneg
pain,weakneg
Bloody,strongneg
jokers,strongneg
tarnishes,strongneg
Certainly,neutral
inability,strongneg
unclear,weakneg
galore,strongpos
‘pretty,weakpos
—insisted,weakpos
affordable,strongpos
insincerity,strongneg
suspicious,weakneg
suppression,strongneg
suppressed,strongneg
wonder,strongpos
AUDACITY,weakneg
bright,strongpos
deals,strongpos
breaking,strongneg
LIES,strongneg
criticizing,strongneg
Close,weakneg
jolly,strongpos
acknowledge,weakpos
forgets,weakneg
ignores,weakneg
Shocked,weakneg
giant,neutral
Loved,strongpos
stink,strongneg
contributions,weakpos
excluded,weakneg
Further,neutral
helpful,strongpos
practically,neutral
prefer,strongpos
discouraged,strongneg
exclude,weakneg
bold,weakpos
blessing,weakpos
sarcastic,strongneg
hoping,strongpos
particular,neutral
tradition,weakpos
Anger,strongneg
patience,strongpos
unprecedented,weakneg
unfair,strongneg
abusive,strongneg
surprised,neutral
Though,neutral
clogged,strongneg
Ugh,weakneg
boring,strongneg
stress,weakneg
awesome,strongpos
Throw,weakneg
mysterious,strongneg
confusing,strongneg
broken,strongneg
approve,strongpos
obvious,neutral
incompetently,strongneg
vastly,weakpos
profit,weakpos
generous,strongpos
profanity,strongneg
fleeting,strongneg
drive,weakpos
appeasing,weakpos
original,strongpos
welcomes,weakpos
stenches,strongneg
Despite,weakneg
rewards,strongpos
uncommon,weakpos
aired,neutral
Authoritarian,weakneg
Useful,strongpos
WRONG,strongneg
REAL,weakpos
pledged,weakpos
overt,neutral
insisted,weakpos
wound,strongneg
slander,strongneg
divisive,strongneg
preference,weakpos
deserve,weakpos
scrutiny,neutral
fallout,strongneg
excluding,weakneg
properly,strongpos
marred,strongneg
uncertain,weakneg
successful,strongpos
nightmare,strongneg
lights,strongpos
convoluted,weakneg
ridiculously,strongneg
interfered,strongneg
affects,neutral
appearance,neutral
(wonder,strongpos
plenty,strongpos
embarrassing,strongneg
Wasted,strongneg
confusion,strongneg
(corruption,strongneg
Ignorance,strongneg
wise,strongpos
tremendously,strongpos
Strange,weakneg
terribly,strongneg
Shows,neutral
Complete,neutral
Hypocrisy,strongneg
autonomous,weakpos
outdated,strongneg
violation,strongneg
flawed,strongneg
erase,strongneg
TRANSPARENCY,neutral
intrigued,neutral
Careful,weakpos
ordeal,strongneg
/trust,strongpos
sloppy,strongneg
distracted,strongneg
useless,strongneg
entirely,neutral
capitalize,weakpos
commitment,weakpos
convinces,weakpos
Invalidate,strongneg
gained,strongpos
unity,strongpos
throws,weakneg
temper,strongneg
tantrum,strongneg
absentee,weakneg
ridiculing,strongneg
absurdity,strongneg
Rather,neutral
excuses,weakneg
devout,strongpos
reveals,neutral
tale,neutral
begging,strongneg
blocked,weakneg
subtle,weakpos
semblance,weakpos
oversight,weakneg
mislead,strongneg
meaningless,strongneg
Worn,weakneg
craziness,strongneg
warm,weakpos
likelihood,neutral
wreck,strongneg
td,neutral
yep,weakpos
immature,weakneg
hole,strongneg
collusion,strongneg
missed,weakneg
struck,strongneg
beg,strongneg
stain,strongneg
travesty,strongneg
alarming,strongneg
concerning,strongneg
Definitely,weakpos
glitches,weakneg
helping,weakpos
smooth,weakpos
motivated,weakpos
disgrace,strongneg
vindictive,strongneg
rough,weakneg
trustworthy,strongpos
Declined,weakneg
Excuse,weakpos
Fails,strongneg
confuse,strongneg
preferences,weakpos
blocking,weakneg
anxiety,strongneg
‘Disappointment,strongneg
Hopeful,strongpos
irrelevant,strongneg
humiliation,strongneg
inaccessible,weakneg
upward,weakpos
tainted,strongneg
diminished,weakneg
remarkably,strongpos
Surely,weakpos
corrected,strongpos
LOST,strongneg
empowers,strongpos
eligible,weakpos
passionately,strongpos
motivation,weakpos
Weird,strongneg
revived,weakpos
Curious,weakpos
‘protection,strongpos
gains,strongpos
denied,strongneg
wonders,strongpos
colluded,strongneg
reprimand,strongneg
appearing,neutral
speculation,neutral
exhausted,strongneg
Disabled,weakneg
Vulnerable,weakpos
harassed,strongneg
Forget,weakneg
lean,weakpos
opposed,strongneg
dreaming,weakpos
contradicting,strongneg
dreamt,weakpos
abolish,weakneg
distract,strongneg
Bad,strongneg
Sneaky,weakneg
inept,strongneg
suppresses,strongneg
persuade,weakpos
cumbersome,strongneg
worth,strongpos
basic,weakpos
compassion,strongpos
distinctions,weakpos
intrusion,strongneg
hysteria,strongneg
Critics,strongneg
insinuate,strongneg
nefarious,strongneg
intentions,neutral
outright,neutral
shred,weakneg
BREAKING,strongneg
proportionately,neutral
apathetic,strongneg
burden,strongneg
hypocrites,strongneg
sweetheart,strongpos
dreadfully,strongneg
overran,weakneg
decent,strongpos
cherished,strongpos
Darkness,strongneg
sketchy,strongneg
SURE,weakpos
GOOD,strongpos
IDEAS,neutral
cheered,strongpos
Horrible,strongneg
justify,strongpos
Eliminate,strongneg
fiction,weakneg
approval,weakpos
approved,strongpos
unbelievable,strongneg
fail,strongneg
suicide,strongneg
experienced,weakpos
painful,strongneg
eliminating,strongneg
redundancies,weakneg
(mostly,neutral
fervor,strongpos
Thoughts,neutral
clever,strongpos
although,weakneg
depressing,strongneg
advice,weakpos
infamous,strongneg
incomplete,strongneg
incorrect,strongneg
rotting,strongneg
honesty,strongpos
Hilarious,strongpos
well-established,weakpos
thoughtful,strongpos
discern,neutral
central,neutral
wide,weakpos
UNITY,strongpos
*looking,neutral
expelled,strongneg
cold,strongneg
kindness,strongpos
craven,strongneg
falling,weakneg
pressure,neutral
vulnerable,weakpos
cursed,strongneg
considerably,neutral
reflective,neutral
incompetent,strongneg
*belabored,strongneg
cowardly,strongneg
enormous,weakneg
egregious,strongneg
ease,strongpos
stale,strongneg
bland,strongneg
Outrage,strongneg
stabilize,strongpos
error,strongneg
flaw,strongneg
respectable,strongpos
fails,strongneg
foul,strongneg
light,strongpos
Implied,neutral
Lifelong,weakpos
fault,weakneg
flexible,strongpos
dying,strongneg
worthless,strongneg
Acknowledgement,weakpos
complicit,weakneg
scheme,weakneg
Reform,strongpos
enjoying,strongpos
smile,strongpos
Patients,weakpos
Direct,neutral
breakthrough,strongpos
damning,strongneg
trials,strongneg
Endorsements,strongpos
Traditional,weakpos
promptly,strongpos
shown,neutral
expectations,neutral
recognition,weakpos
dirty,strongneg
intended,neutral
Fortunately,strongpos
Unfortunately,strongneg
misguided,strongneg
lackeys,weakneg
meddle,strongneg
importantly,weakpos
opposition,strongneg
CLEAR,strongpos
forgiving,strongpos
enraged,strongneg
regard,strongpos
condolences,strongneg
Shred,weakneg
motivations,weakpos
protection,strongpos
Although,weakneg
breaches,strongneg
careless,strongneg
responsibility,weakpos
ADMITTED,weakpos
tampering,strongneg
resistance,strongneg
Decent,strongpos
Honest,strongpos
Accountable,weakneg
cannibalizing,strongneg
loss,strongneg
bloated,strongneg
expired,strongneg
warfare,strongneg
WAR,weakneg
arguments,weakneg
objectionable,strongneg
VIGILANCE,strongpos
=influence,neutral
advantage,weakpos
injustice,strongneg
exacerbate,strongneg
ludicrous,strongneg
Fully,neutral
energizing,strongpos
bitter,strongneg
bitterness,strongneg
Backs,weakpos
Need,neutral
abomination,strongneg
disgust,strongneg
hurting,strongneg
Comments,neutral
Functional,weakpos
desperately,strongneg
sarcasm,strongneg
rationalize,weakneg
vows,weakpos
Divorced,weakneg
insisting,weakpos
(primary,neutral
stellar,weakpos
brilliant,strongpos
IDIOTS,strongneg
regret,strongneg
defunct,strongneg
Problems,strongneg
grave,strongneg
opportunities,strongpos
spirit,weakpos
poison,strongneg
succeed,strongpos
greet,weakpos
knowledge,neutral
predominant,neutral
screamed,strongneg
Surpassed,strongpos
traumatic,strongneg
mantra,neutral
scold,strongneg
acquit,weakpos
consciousness,neutral
dependent,neutral
depressed,weakneg
surviving,weakpos
scum,strongneg
Excellence,strongpos
Damaging,strongneg
isolated,strongneg
hazards,weakneg
risky,weakneg
amazingly,weakpos
golden,strongpos
Happily,strongpos
celebrate,strongpos
accusation,strongneg
cry,strongneg
cheaters,strongneg
apathy,strongneg
outdone,strongpos
discord,strongneg
Knocking,strongneg
obligation,neutral
intends,neutral
thankfully,strongpos
(shame,strongneg
(decided,neutral
appealed,weakpos
secure,weakpos
airing,neutral
surely,weakpos
excessive,strongneg
ridicule,strongneg
struggle,strongneg
differences,neutral
explicitly,weakpos
fantastic,strongpos
manipulated,strongneg
Revolution,weakpos
lonely,strongneg
hungry,weakneg
Racism,strongneg
refined,strongpos
eyebrows,neutral
attraction,weakpos
urge,strongpos
survival,weakpos
Holy,weakpos
SCREWED,strongneg
accomplish,strongpos
romanticized,weakpos
fundamental,neutral
Regarding,neutral
warning,strongneg
sickening,weakneg
risks,weakneg
SICKENING,weakneg
compelling,weakpos
achieve,strongpos
ultimate,strongpos
terror,strongneg
self-determination,weakpos
beset,strongneg
hilarious,strongpos
slime,strongneg
lastly,neutral
crippled,strongneg
buoyant,weakpos
starving,strongneg
molesting,strongneg
Starvation,strongneg
maximized,strongpos
profits,weakpos
Glad,strongpos
cliche,strongneg
despised,strongneg
hypocrisy,strongneg
frequent,neutral
attest,weakpos
shocked,weakneg
stumped,weakneg
WANT,strongpos
valuable,strongpos
Proper,strongpos
fascinating,strongpos
enjoys,strongpos
Tidy,strongpos
robust,strongpos
maliciousness,strongneg
tall,neutral
exploding,strongneg
futile,strongneg
penalty,strongneg
abject,strongneg
irrelevance,strongneg
hateful,strongneg
SO,neutral
ludicrously,strongneg
stakes,weakneg
trick,weakneg
unhappiness,strongneg
accessible,weakpos
damned,strongneg
scary,strongneg
distasteful,strongneg
needing,neutral
beautiful,strongpos
dissatisfied,strongneg
regretting,strongneg
malicious,strongneg
strange,weakneg
pointlessly,strongneg
EASY,strongpos
cared,strongpos
persuasive,weakpos
Oppression,strongneg
ardent,weakpos
forgiveness,weakpos
Scary,strongneg
amuses,strongpos
cutting,weakneg
posh,weakpos
immense,neutral
anxious,strongneg
unhealthy,strongneg
despot,strongneg
precisely,weakpos
patients,weakpos
Plotting,weakneg
debating,weakneg
incontrovertible,weakpos
discontent,strongneg
assuage,weakpos
consensus,strongpos
effective,strongpos
Excited,strongpos
sleepy,neutral
imploded,strongneg
fairly,weakpos
implores,both
hopeful,strongpos
SHOW,neutral
Ability,weakpos
squash,weakneg
rehabilitation,weakpos
beast,weakneg
indoctrinate,strongneg
balanced,strongpos
unbiased,strongpos
arrogant,strongneg
Mostly,neutral
Successful,strongpos
bitterly,strongneg
untested,weakneg
recommend,weakpos
